Season,Date,HomeTeam,AwayTeam,Side,Team,Point,LineBucket,OddsSource,DecimalOdds,ModelWinProbability,ModelPushProbability,MarketNoVigProbability,ModelMinusMarketProbability,ModelExpectedReturn,Result,FlatBetReturn,PositiveModelEV
2021/22,2022-04-23,Brentford,Tottenham,Away,Tottenham,-0.5,-0.5 to -1.0,Pinnacle Close,1.96,0.39976405621635064,0.0,0.5,-0.10023594378364936,-0.2164624498159527,L,-1.0,False
2021/22,2022-04-23,Leicester,Aston Villa,Home,Leicester,0.0,near pick'em,Pinnacle Close,1.81,0.3960106883701153,0.24990537239530725,0.5417721518987342,-0.14576146352861885,-0.03331528165478398,PUSH,0.0,False
2021/22,2022-04-23,Leicester,Aston Villa,Away,Aston Villa,-0.0,near pick'em,Pinnacle Close,2.14,0.35408393923457726,0.24990537239530725,0.4582278481012658,-0.10414390886668856,0.007645002357302644,PUSH,0.0,True
2021/22,2022-04-23,Man City,Watford,Home,Man City,-2.5,-1.5 or more,Pinnacle Close,1.95,0.4621298530633771,0.0,0.5,-0.037870146936622884,-0.09884678652641471,W,0.95,False
2021/22,2022-04-23,Man City,Watford,Away,Watford,2.5,+1.5 or more,Pinnacle Close,1.95,0.5378701469366227,0.0,0.5,0.03787014693662272,0.048846786526414276,L,-1.0,True
2021/22,2022-04-24,Burnley,Wolves,Home,Burnley,0.0,near pick'em,Pinnacle Close,2.18,0.3973527499882506,0.2855773964357781,0.45088161209068006,-0.053528862102429464,0.15180639141016444,W,1.1800000000000002,True
2021/22,2022-04-24,Burnley,Wolves,Away,Wolves,-0.0,near pick'em,Pinnacle Close,1.79,0.31706985357597145,0.2855773964357781,0.5491183879093199,-0.23204853433334843,-0.14686756566323295,L,-1.0,False
2021/22,2022-04-24,Chelsea,West Ham,Home,Chelsea,-1.0,-0.5 to -1.0,Pinnacle Close,1.99,0.38755453460956224,0.24348743208140333,0.49234693877551017,-0.10479240416594793,0.01472095595443218,PUSH,0.0,True
2021/22,2022-04-24,Chelsea,West Ham,Away,West Ham,1.0,+0.5 to +1.0,Pinnacle Close,1.93,0.3689580333090344,0.24348743208140333,0.5076530612244898,-0.1386950279154554,-0.04442356363216027,PUSH,0.0,False
2021/22,2022-04-24,Liverpool,Everton,Home,Liverpool,-2.0,-1.5 or more,Pinnacle Close,1.97,0.4610604703104397,0.21161452448324375,0.49487179487179483,-0.03381132456135516,0.11990365099480993,PUSH,0.0,True
2021/22,2022-04-24,Liverpool,Everton,Away,Everton,2.0,+1.5 or more,Pinnacle Close,1.93,0.3273250052063167,0.21161452448324375,0.5051282051282052,-0.17780319992188853,-0.15664821546856506,PUSH,0.0,False
2021/22,2022-04-25,Crystal Palace,Leeds,Home,Crystal Palace,-0.5,-0.5 to -1.0,Pinnacle Close,2.15,0.5786846577113719,0.0,0.4543147208121827,0.12436993689918918,0.24417201407944955,L,-1.0,True
2021/22,2022-04-25,Crystal Palace,Leeds,Away,Leeds,0.5,+0.5 to +1.0,Pinnacle Close,1.79,0.42131534228862816,0.0,0.5456852791878172,-0.12436993689918902,-0.2458455373033555,W,0.79,False
2021/22,2022-04-30,Leeds,Man City,Home,Leeds,1.5,+1.5 or more,Pinnacle Close,1.98,0.39571333109440415,0.0,0.49489795918367346,-0.09918462808926931,-0.21648760443307985,L,-1.0,False
2021/22,2022-04-30,Leeds,Man City,Away,Man City,-1.5,-1.5 or more,Pinnacle Close,1.94,0.6042866689055962,0.0,0.5051020408163266,0.09918462808926964,0.17231613767685672,W,0.94,True
2021/22,2022-04-30,Watford,Burnley,Home,Watford,0.0,near pick'em,Pinnacle Close,1.88,0.3982423604904876,0.2692148340615847,0.5204081632653061,-0.12216580277481853,0.01791047178370142,L,-1.0,True
2021/22,2022-04-30,Watford,Burnley,Away,Burnley,-0.0,near pick'em,Pinnacle Close,2.04,0.3325428054479278,0.2692148340615847,0.47959183673469385,-0.14704903128676605,-0.05239784282464255,W,1.04,False
2021/22,2022-04-30,Wolves,Brighton,Home,Wolves,0.0,near pick'em,Pinnacle Close,1.9,0.32089021189584377,0.29993380233207395,0.5165394402035622,-0.19564922830771847,-0.09037479506582291,L,-1.0,False
2021/22,2022-04-30,Wolves,Brighton,Away,Brighton,-0.0,near pick'em,Pinnacle Close,2.03,0.37917598577208195,0.29993380233207395,0.48346055979643765,-0.1042845740243557,0.06966105344940027,W,1.0299999999999998,True
2021/22,2022-05-07,Brighton,Man United,Home,Brighton,0.0,near pick'em,Pinnacle Close,1.75,0.4273956081221443,0.25228746398140756,0.5580808080808081,-0.1306851999586638,0.00022977819516001308,W,0.75,True
2021/22,2022-05-07,Brighton,Man United,Away,Man United,-0.0,near pick'em,Pinnacle Close,2.21,0.3203169278964481,0.25228746398140756,0.44191919191919193,-0.12160226402274382,-0.03981212536744205,L,-1.0,False
2021/22,2022-05-08,Leicester,Everton,Home,Leicester,0.0,near pick'em,Pinnacle Close,1.93,0.42748551070027907,0.25214746384235526,0.5089058524173028,-0.08142034171702373,0.07719449949389384,L,-1.0,True
2021/22,2022-05-08,Leicester,Everton,Away,Everton,-0.0,near pick'em,Pinnacle Close,2.0,0.32036702545736573,0.25214746384235526,0.49109414758269715,-0.17072712212533142,-0.10711848524291329,W,1.0,False
2021/22,2022-05-08,Man City,Newcastle,Home,Man City,-2.0,-1.5 or more,Pinnacle Close,2.07,0.44074573368900266,0.22467624766055977,0.47193877551020413,-0.031193041821201473,0.13701991639679517,W,1.0699999999999998,True
2021/22,2022-05-08,Man City,Newcastle,Away,Newcastle,2.0,+1.5 or more,Pinnacle Close,1.85,0.3345780186504376,0.22467624766055977,0.5280612244897959,-0.19348320583935824,-0.15635441783613052,L,-1.0,False
2021/22,2022-05-11,Watford,Everton,Home,Watford,0.5,+0.5 to +1.0,Pinnacle Close,2.04,0.6317119364428424,0.0,0.47959183673469385,0.15212009970814855,0.2886923503433986,W,1.04,True
2021/22,2022-05-11,Watford,Everton,Away,Everton,-0.5,-0.5 to -1.0,Pinnacle Close,1.88,0.36828806355715754,0.0,0.5204081632653061,-0.1521200997081486,-0.30761844051254394,L,-1.0,False
2021/22,2022-05-15,Aston Villa,Crystal Palace,Home,Aston Villa,-0.5,-0.5 to -1.0,Pinnacle Close,1.87,0.3349453043584847,0.0,0.5217391304347826,-0.1867938260762979,-0.3736522808496336,L,-1.0,False
2021/22,2022-05-15,Aston Villa,Crystal Palace,Away,Crystal Palace,0.5,+0.5 to +1.0,Pinnacle Close,2.04,0.6650546956415151,0.0,0.4782608695652174,0.1867938260762977,0.3567115791086908,W,1.04,True
2021/22,2022-05-15,Leeds,Brighton,Home,Leeds,0.0,near pick'em,Pinnacle Close,1.96,0.31642972212496,0.24485124286194251,0.5,-0.18357027787504,-0.13494650177313589,PUSH,0.0,False
2021/22,2022-05-15,Leeds,Brighton,Away,Brighton,-0.0,near pick'em,Pinnacle Close,1.96,0.4387190350130974,0.24485124286194251,0.5,-0.06128096498690261,0.10474055148761335,PUSH,0.0,True
2021/22,2022-05-15,Tottenham,Burnley,Home,Tottenham,-1.5,-1.5 or more,Pinnacle Close,1.94,0.43966486442305147,0.0,0.5051020408163266,-0.06543717639327512,-0.1470501630192802,L,-1.0,False
2021/22,2022-05-15,Tottenham,Burnley,Away,Burnley,1.5,+1.5 or more,Pinnacle Close,1.98,0.5603351355769484,0.0,0.49489795918367346,0.0654371763932749,0.10946356844235772,W,0.98,True
2021/22,2022-05-15,Watford,Leicester,Home,Watford,0.5,+0.5 to +1.0,Pinnacle Close,2.07,0.6254398539573889,0.0,0.47193877551020413,0.15350107844718475,0.2946604976917949,L,-1.0,True
2021/22,2022-05-15,Watford,Leicester,Away,Leicester,-0.5,-0.5 to -1.0,Pinnacle Close,1.85,0.374560146042611,0.0,0.5280612244897959,-0.15350107844718486,-0.3070637298211696,W,0.8500000000000001,False
2021/22,2022-05-15,West Ham,Man City,Home,West Ham,1.5,+1.5 or more,Pinnacle Close,1.83,0.5506525339263924,0.0,0.5331632653061223,0.017489268620270004,0.007694137085298036,W,0.8300000000000001,True
2021/22,2022-05-15,West Ham,Man City,Away,Man City,-1.5,-1.5 or more,Pinnacle Close,2.09,0.4493474660736082,0.0,0.4668367346938776,-0.017489268620269394,-0.060863795906158924,L,-1.0,False
2021/22,2022-05-16,Newcastle,Arsenal,Home,Newcastle,0.5,+0.5 to +1.0,Pinnacle Close,2.05,0.4745044982732416,0.0,0.4675324675324676,0.006972030740774016,-0.027265778539854846,W,1.0499999999999998,False
2021/22,2022-05-16,Newcastle,Arsenal,Away,Arsenal,-0.5,-0.5 to -1.0,Pinnacle Close,1.8,0.5254955017267584,0.0,0.5324675324675325,-0.006972030740774127,-0.05410809689183482,L,-1.0,False
2021/22,2022-05-17,Southampton,Liverpool,Home,Southampton,1.5,+1.5 or more,Pinnacle Close,1.95,0.47342838267268644,0.0,0.5025510204081632,-0.029122637735476797,-0.07681465378826152,W,0.95,False
2021/22,2022-05-17,Southampton,Liverpool,Away,Liverpool,-1.5,-1.5 or more,Pinnacle Close,1.97,0.5265716173273134,0.0,0.49744897959183665,0.029122637735476742,0.03734608613480739,L,-1.0,True
2021/22,2022-05-19,Aston Villa,Burnley,Home,Aston Villa,-0.5,-0.5 to -1.0,Pinnacle Close,2.04,0.49068461763694576,0.0,0.47959183673469385,0.011092780902251909,0.0009966199793692843,L,-1.0,True
2021/22,2022-05-19,Aston Villa,Burnley,Away,Burnley,0.5,+0.5 to +1.0,Pinnacle Close,1.88,0.5093153823630541,0.0,0.5204081632653061,-0.011092780902252075,-0.04248708115745842,W,0.8799999999999999,False
2021/22,2022-05-19,Everton,Crystal Palace,Home,Everton,-0.5,-0.5 to -1.0,Pinnacle Close,1.9,0.2969791923516076,0.0,0.5165394402035622,-0.21956024785195466,-0.4357395345319456,W,0.8999999999999999,False
2021/22,2022-05-19,Everton,Crystal Palace,Away,Crystal Palace,0.5,+0.5 to +1.0,Pinnacle Close,2.03,0.7030208076483924,0.0,0.48346055979643765,0.21956024785195472,0.42713223952623636,L,-1.0,True
2021/22,2022-05-22,Arsenal,Everton,Home,Arsenal,-1.5,-1.5 or more,Pinnacle Close,1.99,0.35238872165757806,0.0,0.49234693877551017,-0.1399582171179321,-0.29874644390141963,W,0.99,False
2021/22,2022-05-22,Arsenal,Everton,Away,Everton,1.5,+1.5 or more,Pinnacle Close,1.93,0.6476112783424216,0.0,0.5076530612244898,0.13995821711793177,0.24988976720087364,L,-1.0,True
2021/22,2022-05-22,Brentford,Leeds,Home,Brentford,0.0,near pick'em,Pinnacle Close,2.09,0.5973305334643922,0.2061940596830923,0.46954314720812185,0.1277873862562704,0.45461487462367195,L,-1.0,True
2021/22,2022-05-22,Brentford,Leeds,Away,Leeds,-0.0,near pick'em,Pinnacle Close,1.85,0.1964754068525152,0.2061940596830923,0.530456852791878,-0.33398144593936285,-0.43032643763975464,W,0.8500000000000001,False
2021/22,2022-05-22,Chelsea,Watford,Home,Chelsea,-2.0,-1.5 or more,Pinnacle Close,1.93,0.3098625389232139,0.2235896280893814,0.5038560411311055,-0.19399350220789158,-0.17837567178881575,L,-1.0,False
2021/22,2022-05-22,Chelsea,Watford,Away,Watford,2.0,+1.5 or more,Pinnacle Close,1.96,0.4665478329874049,0.2235896280893814,0.4961439588688946,-0.029596125881489743,0.13802338074469495,W,0.96,True
2021/22,2022-05-22,Leicester,Southampton,Home,Leicester,-0.5,-0.5 to -1.0,Pinnacle Close,1.88,0.4251573910446303,0.0,0.5191815856777493,-0.09402419463311901,-0.20070410483609513,W,0.8799999999999999,False
2021/22,2022-05-22,Leicester,Southampton,Away,Southampton,0.5,+0.5 to +1.0,Pinnacle Close,2.03,0.5748426089553693,0.0,0.4808184143222507,0.09402419463311862,0.1669304961793996,L,-1.0,True
2021/22,2022-05-22,Liverpool,Wolves,Home,Liverpool,-2.0,-1.5 or more,Pinnacle Close,2.06,0.4215681658505303,0.22278252893823688,0.47043701799485865,-0.048868852144328345,0.09121295059032941,PUSH,0.0,True
2021/22,2022-05-22,Liverpool,Wolves,Away,Wolves,2.0,+1.5 or more,Pinnacle Close,1.83,0.355649305211233,0.22278252893823688,0.5295629820051414,-0.1739136767939084,-0.1263792425252066,PUSH,0.0,False
2021/22,2022-05-22,Man City,Aston Villa,Home,Man City,-2.0,-1.5 or more,Pinnacle Close,2.05,0.3555227246439628,0.22975753874715837,0.4757033248081842,-0.12018060016422144,-0.04142087573271802,L,-1.0,False
2021/22,2022-05-22,Man City,Aston Villa,Away,Aston Villa,2.0,+1.5 or more,Pinnacle Close,1.86,0.41471973660887895,0.22975753874715837,0.5242966751918159,-0.10957693858293693,0.0011362488396732817,W,0.8600000000000001,True
2022/23,2022-08-05,Crystal Palace,Arsenal,Home,Crystal Palace,0.5,+0.5 to +1.0,Pinnacle Close,2.04,0.6593385178002841,0.0,0.47959183673469385,0.17974668106559022,0.3450505763125795,L,-1.0,True
2022/23,2022-08-05,Crystal Palace,Arsenal,Away,Arsenal,-0.5,-0.5 to -1.0,Pinnacle Close,1.88,0.34066148219971615,0.0,0.5204081632653061,-0.17974668106559,-0.35955641346453365,W,0.8799999999999999,False
2022/23,2022-08-06,Bournemouth,Aston Villa,Home,Bournemouth,0.5,+0.5 to +1.0,Pinnacle Close,1.93,0.7425438002571748,0.0,0.5089058524173028,0.23363794783987202,0.43310953449634737,W,0.9299999999999999,True
2022/23,2022-08-06,Bournemouth,Aston Villa,Away,Aston Villa,-0.5,-0.5 to -1.0,Pinnacle Close,2.0,0.2574561997428249,0.0,0.49109414758269715,-0.23363794783987224,-0.48508760051435024,L,-1.0,False
2022/23,2022-08-06,Tottenham,Southampton,Home,Tottenham,-1.5,-1.5 or more,Pinnacle Close,2.04,0.48402086358811236,0.0,0.47959183673469385,0.004429026853418505,-0.012597438280250728,W,1.04,False
2022/23,2022-08-06,Tottenham,Southampton,Away,Southampton,1.5,+1.5 or more,Pinnacle Close,1.88,0.515979136411888,0.0,0.5204081632653061,-0.004429026853418172,-0.02995922354565067,L,-1.0,False
2022/23,2022-08-07,Leicester,Brentford,Home,Leicester,-0.5,-0.5 to -1.0,Pinnacle Close,1.96,0.33267031483438264,0.0,0.5,-0.16732968516561736,-0.34796618292461007,L,-1.0,False
2022/23,2022-08-07,Leicester,Brentford,Away,Brentford,0.5,+0.5 to +1.0,Pinnacle Close,1.96,0.6673296851656173,0.0,0.5,0.1673296851656173,0.30796618292460987,W,0.96,True
2022/23,2022-08-07,Man United,Brighton,Home,Man United,-1.0,-0.5 to -1.0,Pinnacle Close,2.05,0.19663066926577297,0.21474675176679275,0.4783715012722647,-0.2817408320064917,-0.3821603762383726,L,-1.0,False
2022/23,2022-08-07,Man United,Brighton,Away,Brighton,1.0,+0.5 to +1.0,Pinnacle Close,1.88,0.5886225789674343,0.21474675176679275,0.5216284987277354,0.06699408023969888,0.3213572002255692,W,0.8799999999999999,True
2022/23,2022-08-07,West Ham,Man City,Home,West Ham,1.5,+1.5 or more,Pinnacle Close,1.85,0.5433636230337033,0.0,0.5292620865139949,0.014101536519708469,0.005222702612351193,L,-1.0,True
2022/23,2022-08-07,West Ham,Man City,Away,Man City,-1.5,-1.5 or more,Pinnacle Close,2.08,0.45663637696629655,0.0,0.4707379134860051,-0.014101536519708524,-0.05019633591010314,W,1.08,False
2022/23,2022-08-13,Arsenal,Leicester,Home,Arsenal,-1.0,-0.5 to -1.0,Pinnacle Close,1.96,0.41801908405156635,0.22888334395631085,0.5,-0.08198091594843365,0.04820074869738078,W,0.96,True
2022/23,2022-08-13,Arsenal,Leicester,Away,Leicester,1.0,+0.5 to +1.0,Pinnacle Close,1.96,0.3530975719921228,0.22888334395631085,0.5,-0.14690242800787717,-0.07904541493912848,L,-1.0,False
2022/23,2022-08-13,Aston Villa,Everton,Home,Aston Villa,-0.5,-0.5 to -1.0,Pinnacle Close,2.07,0.463186659857043,0.0,0.4746192893401016,-0.01143262948305862,-0.041203614095921104,W,1.0699999999999998,False
2022/23,2022-08-13,Aston Villa,Everton,Away,Everton,0.5,+0.5 to +1.0,Pinnacle Close,1.87,0.5368133401429568,0.0,0.5253807106598984,0.011432629483058343,0.003840946067329265,L,-1.0,True
2022/23,2022-08-13,Brentford,Man United,Home,Brentford,0.5,+0.5 to +1.0,Pinnacle Close,2.17,0.7073812100055733,0.0,0.450632911392405,0.2567482986131683,0.535017225712094,W,1.17,True
2022/23,2022-08-13,Brentford,Man United,Away,Man United,-0.5,-0.5 to -1.0,Pinnacle Close,1.78,0.29261878999442664,0.0,0.549367088607595,-0.25674829861316834,-0.47913855380992065,L,-1.0,False
2022/23,2022-08-14,Nott'm Forest,West Ham,Home,Nott'm Forest,0.5,+0.5 to +1.0,Pinnacle Close,1.93,0.3545097742655386,0.0,0.5076530612244898,-0.15314328695895124,-0.3157961356675106,W,0.9299999999999999,False
2022/23,2022-08-14,Nott'm Forest,West Ham,Away,West Ham,-0.5,-0.5 to -1.0,Pinnacle Close,1.99,0.6454902257344614,0.0,0.49234693877551017,0.15314328695895119,0.28452554921157813,L,-1.0,True
2022/23,2022-08-15,Liverpool,Crystal Palace,Home,Liverpool,-2.0,-1.5 or more,Pinnacle Close,2.08,0.21582050094997415,0.20823457131913578,0.46803069053708446,-0.2522101895871103,-0.3428587867049179,L,-1.0,False
2022/23,2022-08-15,Liverpool,Crystal Palace,Away,Crystal Palace,2.0,+1.5 or more,Pinnacle Close,1.83,0.57594492773089,0.20823457131913578,0.5319693094629157,0.04397561826797436,0.2622137890666646,W,0.8300000000000001,True
2022/23,2022-08-20,Crystal Palace,Aston Villa,Home,Crystal Palace,0.0,near pick'em,Pinnacle Close,2.17,0.4987176486907857,0.2790924381843321,0.450632911392405,0.0480847372983807,0.3613097358433371,W,1.17,True
2022/23,2022-08-20,Crystal Palace,Aston Villa,Away,Aston Villa,-0.0,near pick'em,Pinnacle Close,1.78,0.2221899131248822,0.2790924381843321,0.549367088607595,-0.32717717548271275,-0.32540951645337757,L,-1.0,False
2022/23,2022-08-20,Everton,Nott'm Forest,Home,Everton,-0.5,-0.5 to -1.0,Pinnacle Close,1.89,0.5643813533704494,0.0,0.5178571428571429,0.04652421051330646,0.06668075787014927,L,-1.0,True
2022/23,2022-08-20,Everton,Nott'm Forest,Away,Nott'm Forest,0.5,+0.5 to +1.0,Pinnacle Close,2.03,0.43561864662955074,0.0,0.4821428571428572,-0.04652421051330646,-0.11569414734201205,W,1.0299999999999998,False
2022/23,2022-08-20,Leicester,Southampton,Home,Leicester,-0.5,-0.5 to -1.0,Pinnacle Close,1.98,0.45186541318342033,0.0,0.49489795918367346,-0.043032546000253136,-0.10530648189682779,L,-1.0,False
2022/23,2022-08-20,Leicester,Southampton,Away,Southampton,0.5,+0.5 to +1.0,Pinnacle Close,1.94,0.5481345868165803,0.0,0.5051020408163266,0.043032546000253746,0.06338109842416584,W,0.94,True
2022/23,2022-08-21,Leeds,Chelsea,Home,Leeds,1.0,+0.5 to +1.0,Pinnacle Close,2.06,0.38107234663266015,0.23242356530685737,0.47582697201017815,-0.094754625377518,0.01743259937013736,W,1.06,True
2022/23,2022-08-21,Leeds,Chelsea,Away,Chelsea,-1.0,-0.5 to -1.0,Pinnacle Close,1.87,0.38650408806048275,0.23242356530685737,0.5241730279898218,-0.13766893992933904,-0.04481379002003982,L,-1.0,False
2022/23,2022-08-22,Man United,Liverpool,Home,Man United,1.0,+0.5 to +1.0,Pinnacle Close,2.05,0.35835851703815635,0.22705296502358557,0.4783715012722647,-0.12001298423410833,-0.03831207504819395,W,1.0499999999999998,False
2022/23,2022-08-22,Man United,Liverpool,Away,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,1.88,0.4145885179382579,0.22705296502358557,0.5216284987277354,-0.10703998078947752,0.006479378747510367,L,-1.0,True
2022/23,2022-08-27,Arsenal,Fulham,Home,Arsenal,-1.5,-1.5 or more,Pinnacle Close,2.15,0.30575656158908776,0.0,0.4543147208121827,-0.14855815922309495,-0.3426233925834613,L,-1.0,False
2022/23,2022-08-27,Arsenal,Fulham,Away,Fulham,1.5,+1.5 or more,Pinnacle Close,1.79,0.6942434384109121,0.0,0.5456852791878172,0.1485581592230949,0.24269575475553262,W,0.79,True
2022/23,2022-08-27,Brentford,Everton,Home,Brentford,-0.5,-0.5 to -1.0,Pinnacle Close,2.08,0.5577748403371596,0.0,0.4720812182741116,0.08569362206304804,0.16017166790129211,L,-1.0,True
2022/23,2022-08-27,Brentford,Everton,Away,Everton,0.5,+0.5 to +1.0,Pinnacle Close,1.86,0.4422251596628401,0.0,0.5279187817258882,-0.08569362206304815,-0.17746120302711732,W,0.8600000000000001,False
2022/23,2022-08-27,Brighton,Leeds,Home,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,1.94,0.5682365386502751,0.0,0.5051020408163266,0.06313449783394853,0.10237888498153369,W,0.94,True
2022/23,2022-08-27,Brighton,Leeds,Away,Leeds,0.5,+0.5 to +1.0,Pinnacle Close,1.98,0.4317634613497248,0.0,0.49489795918367346,-0.06313449783394864,-0.1451083465275449,L,-1.0,False
2022/23,2022-08-27,Liverpool,Bournemouth,Home,Liverpool,-2.5,-1.5 or more,Pinnacle Close,1.93,0.25961358970512793,0.0,0.5051282051282052,-0.2455146154230773,-0.4989457718691031,W,0.9299999999999999,False
2022/23,2022-08-27,Liverpool,Bournemouth,Away,Bournemouth,2.5,+1.5 or more,Pinnacle Close,1.97,0.7403864102948716,0.0,0.49487179487179483,0.2455146154230768,0.45856122828089707,L,-1.0,True
2022/23,2022-08-27,Man City,Crystal Palace,Home,Man City,-2.0,-1.5 or more,Pinnacle Close,1.95,0.24656169826368968,0.21853702227663305,0.5,-0.2534383017363103,-0.30066766610917206,PUSH,0.0,False
2022/23,2022-08-27,Man City,Crystal Palace,Away,Crystal Palace,2.0,+1.5 or more,Pinnacle Close,1.95,0.534901279459677,0.21853702227663305,0.5,0.034901279459677026,0.2615945172230032,PUSH,0.0,True
2022/23,2022-08-28,Wolves,Newcastle,Home,Wolves,0.0,near pick'em,Pinnacle Close,2.2,0.39792265695877593,0.282692070028607,0.4430379746835443,-0.045115317724768345,0.15812191533791414,PUSH,0.0,True
2022/23,2022-08-28,Wolves,Newcastle,Away,Newcastle,-0.0,near pick'em,Pinnacle Close,1.75,0.3193852730126169,0.282692070028607,0.5569620253164557,-0.2375767523038388,-0.15838370219931344,PUSH,0.0,False
2022/23,2022-08-30,Crystal Palace,Brentford,Home,Crystal Palace,-0.5,-0.5 to -1.0,Pinnacle Close,2.11,0.46115026022833094,0.0,0.46173469387755106,-0.0005844336492201174,-0.026972950918221716,L,-1.0,False
2022/23,2022-08-30,Crystal Palace,Brentford,Away,Brentford,0.5,+0.5 to +1.0,Pinnacle Close,1.81,0.5388497397716691,0.0,0.538265306122449,0.0005844336492200064,-0.024681971013278958,W,0.81,False
2022/23,2022-08-31,Liverpool,Newcastle,Home,Liverpool,-1.5,-1.5 or more,Pinnacle Close,1.76,0.6389263675485203,0.0,0.5521628498727736,0.08676351767574664,0.12451040688539572,L,-1.0,True
2022/23,2022-08-31,Liverpool,Newcastle,Away,Newcastle,1.5,+1.5 or more,Pinnacle Close,2.17,0.36107363245148033,0.0,0.44783715012722647,-0.08676351767574614,-0.21647021758028778,W,1.17,False
2022/23,2022-08-31,Man City,Nott'm Forest,Home,Man City,-3.0,-1.5 or more,Pinnacle Close,1.93,0.4390535341480647,0.19706510153516008,0.5038560411311055,-0.0648025069830408,0.04443842244092494,W,0.9299999999999999,True
